Gene_acc,Gene_id,DD8_1,DD8_2,DD8_3,HCZ_1,HCZ_2,HCZ_3,Desc,pg_index
604,LdBPK_110270,6426.4,6636.5,5180.5,3660.6,9099.7,10566.0,NADH-cytochrome b5 reductase-like protein,831
605,LdBPK_110300,2599.6,2581.3,1206.7,2247.2,2736.7,3664.8,"Sec20, putative",832
606,LdBPK_110360,5796.8,4458.8,4558.9,4869.6,4602.4,9327.4,"Optic atrophy 3 protein (OPA3), putative",835
607,LdBPK_110400,5277.4,5407.7,32865.0,3372.3,3284.9,5364.2,tubulin-tyrsoine ligase-like protein,837
608,LdBPK_110410,28255.0,19777.0,23159.0,14070.0,12524.0,12666.0,"Nucleolar protein 89, putative",838
609,LdBPK_110430,1292.1,634.81,438.88,975.9,3281.0,1110.9,"hypothetical protein, conserved",839
610,LdBPK_110440,873.86,946.99,650.51,769.52,766.51,1381.6,"hypothetical protein, conserved",840
611,LdBPK_110460,812.98,976.89,1124.0,1332.9,1081.4,874.22,"hypothetical protein, unknown function",841
612,LdBPK_110470,28065.0,27923.0,23582.0,21927.0,22322.0,21989.0,"pumilio-repeat, RNA-binding protein, putative",842
613,LdBPK_110520,0.0,211.15,0.0,196.39,1082.0,1042.6,nucleobase transporter,844
614,LdBPK_110580,25623.0,22830.0,20657.0,18170.0,19164.0,18730.0,tetratricopeptide repeat (TPR) protein,846
615,LdBPK_110590,29776.0,25908.0,27789.0,33934.0,32344.0,27521.0,"mRNA cap guanine-N7 methyltransferase, putative",847
616,LdBPK_110600,197980.0,161610.0,188440.0,196500.0,169440.0,165520.0,"3-methylcrotonoyl-CoA carboxylase beta subunit, putative",848
617,LdBPK_110630,252770.0,242940.0,243130.0,420360.0,346950.0,239450.0,"metallo-peptidase, Clan MF, Family M17 (fragment)",850
618,LdBPK_110710,122870.0,101170.0,116270.0,110710.0,97398.0,100510.0,anion-transporting ATPase-like protein,853
619,LdBPK_110750,71010.0,48095.0,62050.0,60698.0,53791.0,54877.0,"hypothetical protein, conserved",855
620,LdBPK_110760,17707.0,19069.0,22799.0,18145.0,11040.0,12050.0,"hypothetical protein, conserved",856
621,LdBPK_110790,14137.0,15316.0,12404.0,10786.0,13172.0,21459.0,"hypothetical protein, conserved",858
622,LdBPK_110800,78492.0,48073.0,100030.0,80838.0,82413.0,109250.0,"hypothetical protein, conserved",859
623,LdBPK_110820,163740.0,172040.0,178870.0,180130.0,156690.0,117250.0,"hypothetical protein, conserved",861
624,LdBPK_110830,11570.0,7525.8,9709.2,8324.8,7558.1,6532.5,"hypothetical protein, conserved",862
625,LdBPK_110850,68460.0,56145.0,59688.0,40450.0,45808.0,78172.0,"Alpha/beta hydrolase family, putative",863
626,LdBPK_110870,89.18299999999999,27.932,257.61,0.0,181.68,323.53,"kinesin, putative",865
627,LdBPK_110900,21105.0,22787.0,23401.0,13304.0,12291.0,21543.0,"60S ribosomal protein L24, putative",868
628,LdBPK_110910,5940.5,8261.9,9961.8,5092.1,11315.0,11284.0,"ATPase, putative",869
629,LdBPK_110930,15696.0,19134.0,19614.0,8359.2,11823.0,5768.1,"hypothetical protein, conserved",871
630,LdBPK_110980,3306.3,2501.8,2155.3,1978.6,2424.1,2267.3,"HIT zinc finger, putative",873
631,LdBPK_110990,8509.6,7926.2,8554.8,7216.4,7189.4,12847.0,adaptin-related protein-like protein,874
632,LdBPK_111040,0.0,0.0,0.0,3577.4,3617.6,1685.3,"hypothetical protein, conserved",877
633,LdBPK_111050,30522.0,24758.0,42749.0,55782.0,51649.0,66973.0,"protein transport protein SEC61 subunit alpha, putative",878
634,LdBPK_111080,4488.3,1794.3,2909.4,1664.7,1238.3,5781.0,"zinc finger domain protein, putative",879
635,LdBPK_111090,1125.4,1490.9,748.62,3725.2,1693.1,1698.1,"zinc finger domain protein, putative",880
636,LdBPK_111110,212930.0,293790.0,290070.0,235300.0,170850.0,131890.0,"60S ribosomal protein L28, putative",881
637,LdBPK_111120,6311.4,5137.9,8137.3,4629.2,4276.8,5591.1,"hypothetical protein, conserved",882
638,LdBPK_111160,56260.0,54974.0,56606.0,58990.0,52340.0,47061.0,"eukaryotic release factor 3, putative",884
639,LdBPK_111170,1088.5,4265.1,1299.4,1348.5,2223.5,3170.4,"60Kd inner membrane protein, putative",885
640,LdBPK_111180,564720.0,481090.0,571400.0,745120.0,699580.0,633700.0,"40S ribosomal protein S15A, putative",886
641,LdBPK_111190,1959.9,1398.5,1600.7,1258.3,1464.7,1417.6,"Organic solute transporter Ostalpha, putative",887
642,LdBPK_111200,165740.0,125360.0,131120.0,140250.0,161130.0,147950.0,SKP1-like protein,888
643,LdBPK_111270,6693.3,4316.9,4641.2,13381.0,12916.0,15121.0,"tatD related deoxyribonuclease, putative",891
644,LdBPK_111290,0.0,0.0,0.0,0.0,485.14,0.0,"hypothetical protein, conserved",892
645,LdBPK_111300,17583.0,12360.0,15667.0,16958.0,13877.0,11074.0,"hypothetical protein, conserved",893
646,LdBPK_111340,27777.0,24988.0,28600.0,36416.0,35218.0,36883.0,"hypothetical protein, conserved",895
647,LdBPK_111360,2613.6,1652.3,1327.9,4805.4,4922.8,5380.7,"tRNA pseudouridine synthase D (TruD), putative",896
648,LdBPK_120010,16745.0,16781.0,16980.0,12755.0,16464.0,14122.0,"translation initiation factor EIF-2b alpha subunit, putative",897
649,LdBPK_120020,18848.0,19310.0,19040.0,34024.0,22320.0,21353.0,PITH domain-containing protein,898
650,LdBPK_120040,20289.0,14935.0,17975.0,25115.0,27730.0,30463.0,"Mitochondrial SSU ribosomal protein 29, putative",900
651,LdBPK_120060,220770.0,198190.0,226080.0,211500.0,182640.0,207880.0,"hypothetical protein, conserved",901
652,LdBPK_120070,5530.4,5078.2,4067.6,5106.5,2114.4,3663.1,"hypothetical protein, unknown function",902
653,LdBPK_120080,1633.7,939.26,1604.3,1964.9,1107.8,1784.0,"kinetoplastid kinetochore protein 6, putative",903
654,LdBPK_120100,17167.0,16017.0,14911.0,16745.0,16726.0,16103.0,"ornithine decarboxylase, putative",905
655,LdBPK_120110,594.62,276.93,1159.3,5855.2,614.29,919.1,"hypothetical protein, conserved",906
656,LdBPK_120120,24905.0,1858.9,13412.0,12096.0,13665.0,8319.6,"hypothetical protein, conserved",907
657,LdBPK_120130,5138.7,4325.5,3870.4,4445.8,4131.8,5007.4,"Cell division protein kinase, putative",908
658,LdBPK_120270,449.12,397.31,362.41,187.29,165.94,187.73,"hypothetical protein, conserved",911
659,LdBPK_130030,0.0,2429.3,1025.0,2847.6,7061.5,4892.9,"hypothetical protein, conserved",913
660,LdBPK_130040,5349.7,5978.4,5960.3,14203.0,6758.9,2967.3,"hypothetical protein, conserved",914
661,LdBPK_130050,8288.9,1589.2,919.21,567.45,1432.1,1183.5,"ribonuclease HII, putative",915
662,LdBPK_130080,6369.6,5191.3,5896.9,3066.0,2246.3,3559.2,"mitochondrial DNA polymerase I protein B, putative",917
663,LdBPK_130110,29642.0,27891.0,28908.0,24182.0,32302.0,46241.0,"SURF1 family, putative",919
664,LdBPK_130120,12131.0,12551.0,6262.1,7571.0,13560.0,6025.7,"hypothetical protein, conserved",920
665,LdBPK_130130,3980.2,3179.1,2234.3,1964.2,2249.5,1877.8,"Kinesin-13 2, putative",921
666,LdBPK_130140,38676.0,13719.0,39674.0,50568.0,44497.0,49066.0,"hypothetical protein, conserved",922
667,LdBPK_130150,22364.0,27132.0,23054.0,1204.5,0.0,1587.2,"hypothetical protein, conserved",923
668,LdBPK_130160,237940.0,230960.0,235330.0,266930.0,234100.0,110710.0,protein kinase A regulatory subunit,924
669,LdBPK_130210,169.59,22314.0,0.0,133.14,0.0,0.0,"Triglyceride lipase, putative",925
670,LdBPK_130240,17982.0,15363.0,12495.0,19725.0,18715.0,10069.0,"Domain of unknown function (DUF4200), putative",926
671,LdBPK_130200,0.0,216.75,67.51,2856.1,2797.8,5331.9,"Lipase (class 3), putative",927
672,LdBPK_130300,1353.4,1245.4,3597.6,2348.7,4860.9,3103.2,"long-chain-fatty-acid-CoA ligase, putative",930
673,LdBPK_130290,180750.0,136940.0,150060.0,157190.0,179800.0,126490.0,Flagellar radial spoke protein 4/6,931
674,LdBPK_130280,5198.8,4507.0,5402.1,7030.0,4448.2,4271.4,mitogen-activated protein kinase kinase 2,932
675,LdBPK_130270,853760.0,946650.0,926060.0,664750.0,588270.0,419750.0,ALBA-domain protein 1,933
676,LdBPK_130260,40233.0,60782.0,33975.0,69787.0,51012.0,62790.0,"N-acetyltransferase subunit ARD1, putative",934
677,LdBPK_130340,20215.0,18086.0,20314.0,9966.1,9766.3,12454.0,"hypothetical protein, conserved",935
678,LdBPK_130370,2657.1,1925.8,2134.5,1450.2,1204.7,1086.2,"TATA element modulatory factor 1 TATA binding, putative",937
679,LdBPK_130380,150.87,96.25399999999999,194.48,296.88,205.0,232.99,"Histidine phosphatase superfamily (branch 1), putative",938
680,LdBPK_130400,0.0,2999.1,232.99,339.04,0.0,1933.6,"hypothetical protein, conserved",940
681,LdBPK_130410,25907.0,29573.0,35125.0,25944.0,14571.0,22200.0,"Protein of unknown function (DUF1014), putative",941
682,LdBPK_130430,20445.0,13958.0,14132.0,4964.8,19371.0,23581.0,"hypothetical protein, conserved",942
683,LdBPK_364730,183500.0,133890.0,413650.0,446060.0,350800.0,314770.0,"60S ribosomal protein L18, putative",944
684,LdBPK_130460,450720.0,437250.0,490150.0,483500.0,416800.0,299150.0,"40S ribosomal protein S12, putative",945
685,LdBPK_130470,10482.0,8826.9,8153.9,8194.3,7113.0,10314.0,"hypothetical protein, conserved",946
686,LdBPK_130480,3894.6,1462.5,820.27,2598.6,1331.7,2005.7,"hypothetical protein, conserved",947
687,LdBPK_130490,43122.0,43046.0,11860.0,48100.0,45989.0,73889.0,"Protein of unknown function, DUF607, putative",948
688,LdBPK_130500,18218.0,17464.0,16453.0,12152.0,7909.9,9380.6,actyltransferase-like protein,949
689,LdBPK_130540,61575.0,66484.0,59497.0,71642.0,70737.0,69893.0,"hypothetical protein, conserved",951
690,LdBPK_130550,9198.7,6441.5,10285.0,12665.0,13998.0,9283.2,"hypothetical protein, conserved",952
691,LdBPK_130570,37251.0,30741.0,30916.0,24231.0,21234.0,16605.0,"Metallopeptidase family M24, putative",954
692,LdBPK_130610,21277.0,17568.0,18447.0,19359.0,16496.0,21222.0,oxidoreductase-like protein,955
693,LdBPK_130640,1378.2,684.51,402.46,1121.8,1490.3,2023.8,"hypothetical protein, conserved",957
694,LdBPK_130670,25661.0,31790.0,21661.0,21945.0,16800.0,13165.0,"protein kinase, putative",959
695,LdBPK_130710,3268.3,0.0,2793.9,1908.5,2027.5,3098.6,"Complex1_LYR-like, putative",962
696,LdBPK_130720,2429.5,1947.1,1744.0,1409.0,1940.2,752.41,"hypothetical protein, conserved",963
698,LdBPK_130750,10242.0,7782.1,6414.7,6396.7,6954.2,5406.1,"hypothetical protein, conserved",965
699,LdBPK_130760,274610.0,213130.0,227230.0,482400.0,495620.0,397280.0,"mitochondrial processing peptidase alpha subunit, putative",966
700,LdBPK_130770,165040.0,134860.0,151120.0,124850.0,117380.0,85445.0,"hypothetical protein, conserved",967
701,LdBPK_130790,1142.3,1173.6,1624.3,903.71,930.67,3417.1,"hypothetical protein, conserved",968
702,LdBPK_130800,1930.8,1279.9,1294.8,480.67,910.89,732.02,"hypothetical protein, conserved",969
703,LdBPK_130820,7447.8,10698.0,13328.0,14336.0,12845.0,13263.0,glycosyltransferase family-like protein,971
704,LdBPK_130830,3882.9,5090.6,7458.0,8828.9,6065.6,6339.9,"N(2), N(2)-dimethylguanosine tRNA methyltransferase, putative",972
705,LdBPK_130840,29937.0,19639.0,19491.0,26092.0,25317.0,17877.0,"actin-like protein, putative",973
706,LdBPK_130850,324.91,408.63,0.0,0.0,0.0,590.36,katanin-like protein,974
707,LdBPK_130870,10797.0,8277.8,8070.3,8857.8,9399.8,9780.2,"AMP deaminase, putative",976
708,LdBPK_130880,1253.7,1252.3,1304.3,187.63,658.62,440.84,"hypothetical protein, conserved",977
709,LdBPK_130940,0.0,0.0,0.0,0.0,0.0,0.0,subtilisin peptidase,978
710,LdBPK_130950,83983.0,79456.0,77650.0,80751.0,69612.0,71210.0,"Dpy-30 motif containing protein, putative",979
711,LdBPK_130960,83481.0,74307.0,91685.0,261550.0,260430.0,299600.0,"NADH-cytochrome b5 reductase, putative",980
712,LdBPK_130970,263.42,183.33,352.25,0.0,43.126999999999995,41.941,"hypothetical protein, unknown function",981
713,LdBPK_130980,38.787,158.15,125.01,226.37,203.83,459.22,"hypothetical protein, unknown function",982
714,LdBPK_130990,126620.0,95973.0,129070.0,102840.0,92653.0,89881.0,"proteasome regulatory ATPase subunit 2, putative",983
715,LdBPK_131000,92552.0,78706.0,86030.0,95319.0,79207.0,63031.0,"leucyl-tRNA synthetase, putative",984
716,LdBPK_131010,43794.0,32328.0,37537.0,44684.0,50380.0,33355.0,"hypothetical protein, conserved",985
717,LdBPK_131020,25775.0,20269.0,19405.0,24942.0,38790.0,60458.0,"DNA-directed RNA polymerase ii 8.2 Kd polypeptide, putative",986
718,LdBPK_131040,21871.0,24977.0,19560.0,33365.0,33840.0,42417.0,"Alpha/beta hydrolase family, putative",988
719,LdBPK_131050,15019.0,13844.0,16940.0,19950.0,19505.0,26842.0,"hypothetical protein, conserved",989
720,LdBPK_131060,4793.0,4104.7,5221.0,4986.2,4762.5,3085.5,"calmodulin, putative",990
721,LdBPK_131080,13874.0,9612.8,24265.0,12911.0,12651.0,6883.1,"dynein light chain Tctex-type, putative",992
722,LdBPK_131100,14498.0,14702.0,15530.0,11339.0,12173.0,15383.0,"hypothetical protein, conserved",993
723,LdBPK_131110,1619.1,319.83,2475.1,1783.5,830.86,3965.2,nucleobase transporter,994
724,LdBPK_131180,3655.6,5779.1,5466.4,6567.0,9298.7,10835.0,"XPA-interacting protein, putative",995
725,LdBPK_131210,12300.0,11423.0,11225.0,31754.0,30705.0,23205.0,"hypothetical protein, unknown function",996
726,LdBPK_131240,1534.3,1547.0,3206.3,1180.6,2545.8,1296.5,"hypothetical protein, conserved",998
727,LdBPK_131260,114780.0,105920.0,108600.0,102100.0,88745.0,67785.0,"hypothetical protein, conserved",1000
728,LdBPK_131280,24091.0,21135.0,22536.0,18514.0,16410.0,22058.0,"endomembrane protein, putative",1002
729,LdBPK_131290,4217.7,4586.3,5841.1,4973.7,3982.0,6821.0,"Beta-lactamase superfamily domain containing protein, putative",1003
730,LdBPK_131320,318160.0,309910.0,310300.0,321620.0,241130.0,187180.0,"ubiquitin-conjugating enzyme, putative",1005
731,LdBPK_131480,708.19,654.77,760.13,923.25,1029.8,1090.6,"hypothetical protein, conserved",1006
732,LdBPK_131500,83249.0,73896.0,90978.0,77690.0,74427.0,85264.0,programmed cell death 6 protein-like protein,1007
733,LdBPK_131530,152220.0,144420.0,133500.0,140120.0,118660.0,97061.0,"Ran-binding protein 1, putative",1009
734,LdBPK_131590,2971.0,2604.2,2675.7,7683.4,6634.2,11280.0,Miltefosine transporter,1011
735,LdBPK_131620,19949.0,19233.0,20162.0,15868.0,14488.0,15178.0,"ras-like small GTPases, putative",1012
736,LdBPK_131350,48329.0,35372.0,41625.0,35828.0,32882.0,25049.0,"Kinesin-13 5, putative",1015
737,LdBPK_131370,3500.0,1858.2,2280.4,3237.1,2527.7,3629.0,"mitochondrial DNA polymerase I protein D, putative",1017
738,LdBPK_140010,10212.0,3743.2,90732.0,15430.0,33900.0,45630.0,"exosome complex exonuclease, putative",1018
739,LdBPK_140030,14786.0,14888.0,18289.0,6552.4,12340.0,30411.0,"hypothetical protein, conserved",1019
740,LdBPK_140060,2276.8,1920.6,5097.6,700.15,8652.3,1756.4,"hypothetical protein, conserved",1021
741,LdBPK_140080,10210.0,8435.4,8489.9,13354.0,10340.0,17442.0,"hypothetical protein, conserved",1022
742,LdBPK_140100,707.72,869.38,1272.1,1723.5,1317.8,811.21,"hypothetical protein, conserved",1023
743,LdBPK_140110,2514.2,2836.5,3188.2,2411.5,1553.5,6272.2,"DnaJ domain containing protein, putative",1024
744,LdBPK_140140,641.62,729.31,0.0,734.29,586.34,260.36,"histone acetyltransferase, putative",1026
745,LdBPK_140150,133310.0,88447.0,91202.0,105470.0,81293.0,118940.0,"60S ribosomal protein, putative",1027
746,LdBPK_140190,448660.0,444670.0,435050.0,498590.0,417610.0,328170.0,"Thioredoxin-like, putative",1029
747,LdBPK_140210,16711.0,12318.0,16256.0,12003.0,10665.0,8981.4,"Domain of unknown function (DUF4201), putative",1030
748,LdBPK_140240,167090.0,155540.0,152150.0,198600.0,155500.0,157460.0,"HIT domain containing protein, putative",1033
749,LdBPK_140250,31190.0,30682.0,23362.0,58765.0,59344.0,74355.0,"hypothetical protein, conserved",1034
750,LdBPK_140270,322.47,0.0,314.42,914.59,0.0,839.01,"hypothetical protein, conserved",1036
751,LdBPK_140290,11671.0,8570.0,13000.0,10553.0,10817.0,13749.0,"hypothetical protein, conserved",1038
752,LdBPK_140320,1833.3,1408.7,1803.8,9665.2,132570.0,30120.0,"Polyamine transporter 1, putative",1040
753,LdBPK_140340,367.4,0.0,362.67,0.0,0.0,0.0,"inositol polyphosphate kinase-like protein, putative",1041
754,LdBPK_140350,26734.0,27349.0,24549.0,26966.0,19522.0,18511.0,"threonine synthase, putative",1042
755,LdBPK_140380,14638.0,9906.0,11025.0,6558.7,3962.7,8844.2,"Plasma-membrane choline transporter, putative",1043
756,LdBPK_140410,6630.7,5530.4,7151.5,5110.2,2160.1,5855.3,"hypothetical protein, conserved",1044
757,LdBPK_140420,2410.4,3059.2,2246.7,5008.3,4900.8,4240.0,"Protein of unknown function (DUF1253), putative",1045
758,LdBPK_140430,7079.7,6591.0,5159.7,4359.2,6068.1,7545.8,"Iguana/Dzip1-like DAZ-interacting protein N-terminal, putative",1046
759,LdBPK_140440,9721.6,4323.1,7611.0,17118.0,16095.0,23830.0,"mRNA capping enzyme, beta chain, putative",1047
760,LdBPK_140450,16005.0,12418.0,11405.0,12376.0,16717.0,19288.0,"pyridine nucleotide-disulphide oxidoreductase, putative",1048
761,LdBPK_140460,207890.0,211620.0,203270.0,182940.0,164300.0,251290.0,"N-terminal conserved domain of Nudc./CS domain containing protein, putative",1049
762,LdBPK_140470,26655.0,24329.0,23283.0,18640.0,10487.0,3442.3,cystathionine beta-lyase-like protein,1050
763,LdBPK_140500,71139.0,44314.0,70375.0,30429.0,52367.0,35253.0,"hypothetical protein, unknown function",1051
764,LdBPK_140520,0.0,0.0,0.0,1397.1,1352.9,0.0,"stearic acid desaturase, putative",1052
765,LdBPK_140530,27678.0,35933.0,43998.0,49187.0,38547.0,45558.0,"hypothetical protein, conserved",1053
766,LdBPK_140540,5439.5,7487.8,7340.1,7412.2,5196.4,7784.3,"Ion channel, putative",1054
767,LdBPK_140550,5470.1,4073.1,5030.8,4859.7,3840.5,4926.7,ion transport protein-like protein,1055
768,LdBPK_140580,15841.0,11799.0,13651.0,14559.0,13642.0,13317.0,"WD domain, G-beta repeat, putative",1056
769,LdBPK_140610,798.21,759.73,764.36,314.99,352.99,352.66,"hypothetical protein, conserved",1057
770,LdBPK_140620,758.58,391.38,0.0,718.06,1062.6,1364.6,"hypothetical protein, conserved",1058
771,LdBPK_140630,502.32,958.58,1282.9,1577.3,2989.3,1109.4,"hypothetical protein, conserved",1059
772,LdBPK_140660,29699.0,25212.0,19843.0,32454.0,30779.0,35095.0,"fatty acid elongase, putative",1060
773,LdBPK_140670,17827.0,19807.0,21436.0,53797.0,51875.0,64101.0,"fatty acid elongase, putative",1061
774,LdBPK_140680,128060.0,107460.0,101650.0,142230.0,151320.0,188670.0,"fatty acid elongase, putative",1062
775,LdBPK_140700,116680.0,115330.0,123680.0,153540.0,153140.0,229400.0,"fatty acid elongase, putative",1063
776,LdBPK_140760,36965.0,20558.0,32271.0,60434.0,58515.0,58832.0,"fatty acid elongase, putative",1064
777,LdBPK_140770,0.0,0.0,0.0,16302.0,18975.0,3080.5,"fatty acid elongase, puatative",1065
778,LdBPK_140790,0.0,0.0,0.0,2056.1,2361.2,1129.8,"fatty acid elongase, putative",1066
779,LdBPK_140810,349.54,267.25,549.09,159.77,463.41,538.6,"hypothetical protein, conserved",1067
780,LdBPK_140840,23492.0,17628.0,26830.0,16302.0,25764.0,34338.0,"ribosomal protein L21, putative",1068
781,LdBPK_140860,131.89,631.71,762.78,0.0,313.66,301.83,"hypothetical protein, conserved",1069
782,LdBPK_140880,23415.0,8326.0,13530.0,12263.0,12241.0,13456.0,"Domain of unknown function (DUF4201), putative",1070
783,LdBPK_140900,3015.4,2620.9,2691.8,2807.2,3484.0,3548.2,"SNF2 family helicase-like protein, putative",1072
784,LdBPK_140910,1128500.0,1343500.0,1141700.0,1617200.0,1515200.0,792980.0,"calpain-like cysteine peptidase, putative",1073
785,LdBPK_140940,1386.9,2801.6,2612.9,1095.8,1702.4,725.66,"hypothetical protein, conserved",1074
786,LdBPK_141030,331500.0,321720.0,360550.0,164770.0,154170.0,90156.0,"hypothetical protein, conserved",1079
787,LdBPK_141060,10869.0,4853.2,9053.7,3792.4,9510.1,12706.0,"hypothetical protein, conserved",1081
788,LdBPK_141070,942.51,950.89,800.33,2593.2,2144.2,5813.3,"hypothetical protein, conserved",1082
789,LdBPK_141090,334.34,225.78,181.24,1329.6,528.58,3081.9,"hypothetical protein, conserved",1084
790,LdBPK_141100,76709.0,56305.0,72913.0,25408.0,33173.0,36949.0,"Domain of unknown function (DUF202), putative",1085
791,LdBPK_141120,6695.0,4511.5,8541.7,5724.2,7169.3,8864.9,"COQ9, putative",1086
792,LdBPK_141150,7035.3,3979.1,3887.5,2598.1,1883.7,3211.3,"hypothetical protein, conserved",1089
793,LdBPK_141160,9027.2,7795.3,7870.5,5924.9,5457.8,6994.2,"PQ loop repeat, putative",1090
794,LdBPK_141200,7723.3,5439.3,5260.0,7330.5,20802.0,10599.0,"hypothetical protein, conserved",1094
795,LdBPK_141210,18358.0,17567.0,22705.0,15934.0,11276.0,10608.0,"hypothetical protein, conserved",1095
796,LdBPK_141220,271.14,0.0,662.97,653.16,932.4,0.0,tub family protein-like protein,1096
797,LdBPK_141240,2037800.0,1932500.0,2020700.0,2616000.0,2075700.0,2483900.0,enolase,1097
798,LdBPK_141260,14037.0,10222.0,10930.0,11105.0,8363.8,8159.0,"poly(A) polymerase, putative",1098
799,LdBPK_141280,3955.0,1046.0,4890.8,1261.8,2493.6,1149.5,"phosphatidylserine synthase, putative",1100
800,LdBPK_141310,558.55,1031.7,820.36,789.37,1494.0,1340.8,"hypothetical protein, unknown function",1102
801,LdBPK_141320,25176.0,36439.0,19833.0,19337.0,19852.0,15260.0,"hypothetical protein, conserved",1103
802,LdBPK_141340,70969.0,31885.0,77847.0,147230.0,130850.0,63688.0,"hypothetical protein, unknown function",1104
803,LdBPK_360660,326850.0,290280.0,285000.0,316060.0,252310.0,210190.0,"ubiquitin/ribosomal protein S27a, putative",1105
804,LdBPK_141360,1845.3,1646.1,3523.1,81944.0,43950.0,50024.0,"NADP oxidoreductase coenzyme F420-dependent, putative",1106
805,LdBPK_141380,124.92,0.0,0.0,0.0,0.0,0.0,"protein kinase, putative",1107
806,LdBPK_141390,5573.0,5578.8,5013.1,4576.9,4043.8,2550.0,"hypothetical protein, conserved",1108
807,LdBPK_141420,7903.1,4964.9,6247.4,21500.0,20306.0,18727.0,"delta-6 fatty acid desaturase, putative",1111
808,LdBPK_141430,5914.2,5736.7,6546.5,8304.1,4104.0,7028.4,"hypothetical protein, conserved",1112
809,LdBPK_141450,58149.0,55498.0,68957.0,160790.0,129790.0,145110.0,myo-inositol-1-phosphate synthase,1113
810,LdBPK_141460,30331.0,48804.0,52963.0,45254.0,38233.0,22961.0,"tyrosyl-tRNA synthetase, putative",1114
811,LdBPK_141470,892.26,0.0,521.45,1717.1,1290.3,678.57,"hypothetical protein, unknown function",1115
812,LdBPK_141480,19904.0,13149.0,11658.0,8245.0,11883.0,9154.0,"emp24/gp25L/p24 family/GOLD, putative",1116
813,LdBPK_141490,67105.0,57413.0,54617.0,65824.0,71592.0,58487.0,"hypothetical protein, conserved",1117
814,LdBPK_141520,2604.2,2371.2,2968.2,5182.9,2571.8,2163.8,"hypothetical protein, conserved",1118
815,LdBPK_141530,20039.0,15588.0,17180.0,19751.0,18730.0,13696.0,"hypothetical protein, conserved",1119
816,LdBPK_141540,460960.0,381160.0,398900.0,404830.0,411200.0,372150.0,"cytoskeleton associated protein, putative",1120
817,LdBPK_141550,9647.2,5366.4,5322.2,13469.0,16356.0,14518.0,"Vacuolar 14 Fab1-binding region/Vacuolar protein 14 C-terminal Fig4p binding, putative",1121
818,LdBPK_141560,199150.0,194420.0,187970.0,111320.0,106630.0,177760.0,Mitochondrial pyruvate carrier 2,1122
819,LdBPK_141570,410.12,327.59,594.3,1354.8,1234.7,3672.4,"hypothetical protein, conserved",1123
820,LdBPK_141580,117110.0,105570.0,115440.0,108990.0,111430.0,143160.0,"glutathione-S-transferase/glutaredoxin,putative",1124
821,LdBPK_150040,61917.0,64683.0,64216.0,88752.0,67496.0,88287.0,"Possible lysine decarboxylase, putative",1126
822,LdBPK_150050,138300.0,110840.0,111300.0,132610.0,139600.0,116100.0,"cytochrome-b5 reductase, putative",1127
823,LdBPK_150080,33969.0,29149.0,29172.0,30976.0,31289.0,36730.0,"hypothetical protein, conserved",1128
824,LdBPK_150090,82858.0,76498.0,85819.0,91019.0,76438.0,106970.0,"ATP-dependent protease ATPase subunit HslU1, putative",1129
825,LdBPK_150120,15003.0,5279.6,14689.0,6659.1,8736.8,17244.0,"mitochondrial carrier protein, putative",1131
826,LdBPK_150170,36942.0,48613.0,40647.0,47840.0,31480.0,26399.0,"protein phosphatase 2C, putative",1133
827,LdBPK_150180,2650.7,2356.5,2376.2,1284.5,930.12,716.65,"serine/threonine-protein kinase, putative",1134
828,LdBPK_150200,29454.0,29980.0,54996.0,23424.0,18276.0,19494.0,"cytochrome b5-like Heme/Steroid binding domain containing protein, putative",1135
829,LdBPK_150230,0.0,0.0,0.0,0.0,0.0,0.0,"hypothetical protein, conserved",1138
830,LdBPK_150240,5863.7,5490.5,5914.4,7364.1,21432.0,6229.4,"protein phosphatase 1 catalitic subunit, putative",1139
831,LdBPK_150250,14591.0,11036.0,5790.2,11450.0,11501.0,11258.0,"hypothetical protein, conserved",1140
832,LdBPK_150260,5666.9,3805.6,5646.4,8935.5,9060.0,8898.0,"WD domain, G-beta repeat, putative",1141
833,LdBPK_150270,131650.0,125390.0,125070.0,143250.0,103410.0,75452.0,"lysyl-tRNA synthetase, putative",1142
834,LdBPK_150280,24360.0,16780.0,21318.0,21621.0,26751.0,17285.0,"nonspecific lipid-transfer protein, putative",1143
835,LdBPK_150310,84598.0,80360.0,83223.0,41969.0,36009.0,28555.0,"replication Factor A 28 kDa subunit, putative",1145
836,LdBPK_150330,1811800.0,1481900.0,1623200.0,1465000.0,1477500.0,1624200.0,"ribonucleoprotein p18, mitochondrial precursor, putative",1146
837,LdBPK_150350,19392.0,20976.0,12864.0,11265.0,14690.0,581.93,Ecotin-like protein,1149
838,LdBPK_150380,0.0,0.0,0.0,0.0,0.0,132.42,"alpha/beta hydrolase fold, putative",1151
839,LdBPK_150430,1054200.0,1012600.0,1111000.0,1148600.0,1129300.0,864020.0,"60S acidic ribosomal protein, putative",1152
840,LdBPK_150420,1054200.0,1012600.0,1111000.0,1148600.0,1129300.0,864020.0,"60S acidic ribosomal protein, putative (fragment)",1152
841,LdBPK_150440,4399.9,4918.0,5729.2,6592.3,5655.2,3512.4,cytoplasmic l-asparaginase i-like protein,1153
842,LdBPK_150470,11342.0,10110.0,10752.0,9856.1,10727.0,11171.0,"hypothetical protein, conserved",1156
